"","entity","code","year","human_food","animal_feed","processed"
"1","Africa",NA,1961,33000,6000,14000
"2","Africa",NA,1962,43000,7000,17000
"3","Africa",NA,1963,31000,7000,5000
"4","Africa",NA,1964,43000,6000,14000
"5","Africa",NA,1965,34000,6000,12000
"6","Africa",NA,1966,41000,6000,2000
"7","Africa",NA,1967,47000,6000,4000
"8","Africa",NA,1968,50000,7000,3000
"9","Africa",NA,1969,52000,6000,6000
"10","Africa",NA,1970,52000,6000,8000
"11","Africa",NA,1971,60000,6000,2000
"12","Africa",NA,1972,69000,7000,4000
"13","Africa",NA,1973,70000,6000,16000
"14","Africa",NA,1974,72000,7000,35000
"15","Africa",NA,1975,77000,8000,30000
"16","Africa",NA,1976,86000,9000,41000
"17","Africa",NA,1977,89000,10000,83000
"18","Africa",NA,1978,94000,11000,135000
"19","Africa",NA,1979,93000,11000,194000
"20","Africa",NA,1980,92000,12000,211000
"21","Africa",NA,1981,103000,12000,213000
"22","Africa",NA,1982,110000,12000,269000
"23","Africa",NA,1983,74000,8000,270000
"24","Africa",NA,1984,79000,8000,269000
"25","Africa",NA,1985,94000,10000,290000
"26","Africa",NA,1986,102000,11000,302000
"27","Africa",NA,1987,140000,16000,333000
"28","Africa",NA,1988,164000,19000,363000
"29","Africa",NA,1989,295000,34000,352000
"30","Africa",NA,1990,281000,26000,345000
"31","Africa",NA,1991,192000,19000,402000
"32","Africa",NA,1992,2e+05,20000,475000
"33","Africa",NA,1993,185000,21000,506000
"34","Africa",NA,1994,179000,22000,471000
"35","Africa",NA,1995,294000,33000,597000
"36","Africa",NA,1996,308000,36000,589000
"37","Africa",NA,1997,344000,40000,642000
"38","Africa",NA,1998,394000,45000,636000
"39","Africa",NA,1999,418000,46000,765000
"40","Africa",NA,2000,444000,47000,828000
"41","Africa",NA,2001,453000,48000,996000
"42","Africa",NA,2002,474000,51000,1172000
"43","Africa",NA,2003,493000,85000,1209000
"44","Africa",NA,2004,504000,139000,1039000
"45","Africa",NA,2005,621000,95000,1596000
"46","Africa",NA,2006,641000,109000,1534000
"47","Africa",NA,2007,684000,91000,1807000
"48","Africa",NA,2008,762000,97000,1943000
"49","Africa",NA,2009,658000,89000,2161000
"50","Africa",NA,2010,569000,72000,2586000
"51","Africa",NA,2011,791000,102000,2670000
"52","Africa",NA,2012,826000,121000,2949000
"53","Africa",NA,2013,866000,127000,2948000
"54","Albania","ALB",1961,0,NA,0
"55","Albania","ALB",1962,0,NA,0
"56","Albania","ALB",1963,0,NA,0
"57","Albania","ALB",1964,0,NA,0
"58","Albania","ALB",1965,0,NA,0
"59","Albania","ALB",1966,0,NA,0
"60","Albania","ALB",1967,0,NA,0
"61","Albania","ALB",1968,0,NA,0
"62","Albania","ALB",1969,0,NA,0
"63","Albania","ALB",1970,0,NA,0
"64","Albania","ALB",1971,0,NA,0
"65","Albania","ALB",1972,0,NA,0
"66","Albania","ALB",1973,0,NA,0
"67","Albania","ALB",1974,0,NA,0
"68","Albania","ALB",1975,0,NA,0
"69","Albania","ALB",1976,0,NA,0
"70","Albania","ALB",1977,0,NA,0
"71","Albania","ALB",1978,0,NA,0
"72","Albania","ALB",1979,0,NA,0
"73","Albania","ALB",1980,0,NA,5000
"74","Albania","ALB",1981,0,NA,6000
"75","Albania","ALB",1982,0,NA,7000
"76","Albania","ALB",1983,0,NA,6000
"77","Albania","ALB",1984,0,NA,7000
"78","Albania","ALB",1985,0,NA,7000
"79","Albania","ALB",1986,0,NA,8000
"80","Albania","ALB",1987,0,NA,5000
"81","Albania","ALB",1988,0,NA,9000
"82","Albania","ALB",1989,0,NA,11000
"83","Albania","ALB",1990,0,NA,6000
"84","Albania","ALB",1991,0,NA,2000
"85","Albania","ALB",1992,0,NA,1000
"86","Albania","ALB",1993,0,NA,1000
"87","Albania","ALB",1994,0,NA,0
"88","Albania","ALB",1995,0,NA,0
"89","Albania","ALB",1996,0,NA,0
"90","Albania","ALB",1997,0,NA,0
"91","Albania","ALB",1998,0,NA,0
"92","Albania","ALB",1999,0,NA,1000
"93","Albania","ALB",2000,0,NA,1000
"94","Albania","ALB",2001,0,NA,1000
"95","Albania","ALB",2002,0,NA,0
"96","Albania","ALB",2003,0,NA,0
"97","Albania","ALB",2004,0,NA,1000
"98","Albania","ALB",2005,0,NA,1000
"99","Albania","ALB",2006,0,NA,0
"100","Albania","ALB",2007,0,NA,0
"101","Albania","ALB",2008,0,NA,1000
"102","Albania","ALB",2009,0,NA,0
"103","Albania","ALB",2010,0,NA,0
"104","Albania","ALB",2011,0,NA,1000
"105","Albania","ALB",2012,0,NA,0
"106","Albania","ALB",2013,0,NA,0
"107","Algeria","DZA",1961,0,0,NA
"108","Algeria","DZA",1962,0,0,NA
"109","Algeria","DZA",1963,0,0,NA
"110","Algeria","DZA",1964,0,0,NA
"111","Algeria","DZA",1965,0,0,NA
"112","Algeria","DZA",1966,0,0,NA
"113","Algeria","DZA",1967,0,0,NA
"114","Algeria","DZA",1968,0,0,NA
"115","Algeria","DZA",1969,0,0,NA
"116","Algeria","DZA",1970,0,0,NA
"117","Algeria","DZA",1971,0,0,NA
"118","Algeria","DZA",1972,0,1000,NA
"119","Algeria","DZA",1973,0,0,NA
"120","Algeria","DZA",1974,0,0,NA
"121","Algeria","DZA",1975,0,0,NA
"122","Algeria","DZA",1976,0,0,NA
"123","Algeria","DZA",1977,0,0,NA
"124","Algeria","DZA",1978,0,0,NA
"125","Algeria","DZA",1979,0,0,NA
"126","Algeria","DZA",1980,0,0,NA
"127","Algeria","DZA",1981,0,0,NA
"128","Algeria","DZA",1982,0,0,NA
"129","Algeria","DZA",1983,0,0,NA
"130","Algeria","DZA",1984,0,0,NA
"131","Algeria","DZA",1985,0,0,NA
"132","Algeria","DZA",1986,0,0,NA
"133","Algeria","DZA",1987,0,0,NA
"134","Algeria","DZA",1988,0,0,NA
"135","Algeria","DZA",1989,0,0,NA
"136","Algeria","DZA",1990,0,0,NA
"137","Algeria","DZA",1991,0,0,NA
"138","Algeria","DZA",1992,0,0,NA
"139","Algeria","DZA",1993,0,0,NA
"140","Algeria","DZA",1994,0,0,NA
"141","Algeria","DZA",1995,0,0,NA
"142","Algeria","DZA",1996,0,0,NA
"143","Algeria","DZA",1997,0,0,NA
"144","Algeria","DZA",1998,0,0,NA
"145","Algeria","DZA",1999,0,0,NA
"146","Algeria","DZA",2000,0,0,NA
"147","Algeria","DZA",2001,0,0,NA
"148","Algeria","DZA",2002,0,0,NA
"149","Algeria","DZA",2003,0,1000,NA
"150","Algeria","DZA",2004,0,44000,NA
"151","Algeria","DZA",2005,0,0,NA
"152","Algeria","DZA",2006,0,0,NA
"153","Algeria","DZA",2007,0,0,NA
"154","Algeria","DZA",2008,0,0,NA
"155","Algeria","DZA",2009,0,0,NA
"156","Algeria","DZA",2010,0,0,NA
"157","Algeria","DZA",2011,0,0,NA
"158","Algeria","DZA",2012,0,0,NA
"159","Algeria","DZA",2013,0,0,NA
"160","Americas",NA,1961,7000,96000,11656000
"161","Americas",NA,1962,8000,139000,12463000
"162","Americas",NA,1963,8000,146000,13653000
"163","Americas",NA,1964,12000,113000,12849000
"164","Americas",NA,1965,19000,130000,13989000
"165","Americas",NA,1966,19000,141000,15714000
"166","Americas",NA,1967,22000,147000,16375000
"167","Americas",NA,1968,24000,294000,16914000
"168","Americas",NA,1969,27000,290000,17953000
"169","Americas",NA,1970,32000,160000,22182000
"170","Americas",NA,1971,40000,258000,23291000
"171","Americas",NA,1972,55000,247000,22957000
"172","Americas",NA,1973,69000,299000,23900000
"173","Americas",NA,1974,110000,256000,28282000
"174","Americas",NA,1975,132000,249000,27175000
"175","Americas",NA,1976,166000,304000,33340000
"176","Americas",NA,1977,177000,415000,31959000
"177","Americas",NA,1978,195000,430000,36839000
"178","Americas",NA,1979,194000,436000,39799000
"179","Americas",NA,1980,266000,461000,45904000
"180","Americas",NA,1981,304000,466000,45477000
"181","Americas",NA,1982,276000,446000,45575000
"182","Americas",NA,1983,289000,548000,48198000
"183","Americas",NA,1984,267000,771000,45739000
"184","Americas",NA,1985,302000,678000,48885000
"185","Americas",NA,1986,281000,841000,48721000
"186","Americas",NA,1987,319000,954000,54552000
"187","Americas",NA,1988,312000,1086000,54940000
"188","Americas",NA,1989,351000,1352000,53705000
"189","Americas",NA,1990,343000,1462000,56759000
"190","Americas",NA,1991,297000,1402000,57109000
"191","Americas",NA,1992,335000,1603000,62253000
"192","Americas",NA,1993,367000,1656000,64334000
"193","Americas",NA,1994,415000,1303000,67550000
"194","Americas",NA,1995,466000,1291000,73346000
"195","Americas",NA,1996,507000,1535000,73688000
"196","Americas",NA,1997,486000,1843000,74210000
"197","Americas",NA,1998,527000,1941000,86307000
"198","Americas",NA,1999,516000,1983000,88298000
"199","Americas",NA,2000,565000,2039000,88744000
"200","Americas",NA,2001,597000,1780000,93909000
"201","Americas",NA,2002,672000,1786000,97893000
"202","Americas",NA,2003,685000,2498000,101406000
"203","Americas",NA,2004,676000,4614000,106557000
"204","Americas",NA,2005,716000,4268000,113083000
"205","Americas",NA,2006,716000,4383000,117356000
"206","Americas",NA,2007,763000,3068000,124096000
"207","Americas",NA,2008,843000,4546000,115905000
"208","Americas",NA,2009,805000,4305000,113574000
"209","Americas",NA,2010,907000,4537000,124664000
"210","Americas",NA,2011,949000,4862000,128559000
"211","Americas",NA,2012,947000,4089000,122812000
"212","Americas",NA,2013,970000,5599000,127032000
"213","Angola","AGO",1961,0,NA,NA
"214","Angola","AGO",1962,0,NA,NA
"215","Angola","AGO",1963,0,NA,NA
"216","Angola","AGO",1964,0,NA,NA
"217","Angola","AGO",1965,0,NA,NA
"218","Angola","AGO",1966,0,NA,NA
"219","Angola","AGO",1967,0,NA,NA
"220","Angola","AGO",1968,0,NA,NA
"221","Angola","AGO",1969,0,NA,NA
"222","Angola","AGO",1970,0,NA,NA
"223","Angola","AGO",1971,0,NA,NA
"224","Angola","AGO",1972,0,NA,NA
"225","Angola","AGO",1973,0,NA,NA
"226","Angola","AGO",1974,0,NA,NA
"227","Angola","AGO",1975,0,NA,NA
"228","Angola","AGO",1976,0,NA,NA
"229","Angola","AGO",1977,0,NA,NA
"230","Angola","AGO",1978,0,NA,NA
"231","Angola","AGO",1979,0,NA,NA
"232","Angola","AGO",1980,0,NA,NA
"233","Angola","AGO",1981,0,NA,NA
"234","Angola","AGO",1982,0,NA,NA
"235","Angola","AGO",1983,0,NA,NA
"236","Angola","AGO",1984,0,NA,NA
"237","Angola","AGO",1985,0,NA,NA
"238","Angola","AGO",1986,0,NA,NA
"239","Angola","AGO",1987,0,NA,NA
"240","Angola","AGO",1988,0,NA,NA
"241","Angola","AGO",1989,0,NA,NA
"242","Angola","AGO",1990,17000,NA,NA
"243","Angola","AGO",1991,1000,NA,NA
"244","Angola","AGO",1992,7000,NA,NA
"245","Angola","AGO",1993,0,NA,NA
"246","Angola","AGO",1994,0,NA,NA
"247","Angola","AGO",1995,0,NA,NA
"248","Angola","AGO",1996,0,NA,NA
"249","Angola","AGO",1997,0,NA,NA
"250","Angola","AGO",1998,0,NA,NA
"251","Angola","AGO",1999,0,NA,NA
"252","Angola","AGO",2000,1000,NA,NA
"253","Angola","AGO",2001,1000,NA,NA
"254","Angola","AGO",2002,1000,NA,NA
"255","Angola","AGO",2003,2000,NA,NA
"256","Angola","AGO",2004,2000,NA,NA
"257","Angola","AGO",2005,2000,NA,NA
"258","Angola","AGO",2006,6000,NA,NA
"259","Angola","AGO",2007,9000,NA,NA
"260","Angola","AGO",2008,15000,NA,NA
"261","Angola","AGO",2009,6000,NA,NA
"262","Angola","AGO",2010,6000,NA,NA
"263","Angola","AGO",2011,8000,NA,NA
"264","Angola","AGO",2012,6000,NA,NA
"265","Angola","AGO",2013,11000,NA,NA
"266","Antigua and Barbuda","ATG",1961,0,NA,NA
"267","Antigua and Barbuda","ATG",1962,0,NA,NA
"268","Antigua and Barbuda","ATG",1963,0,NA,NA
"269","Antigua and Barbuda","ATG",1964,0,NA,NA
"270","Antigua and Barbuda","ATG",1965,0,NA,NA
"271","Antigua and Barbuda","ATG",1966,0,NA,NA
"272","Antigua and Barbuda","ATG",1967,0,NA,NA
"273","Antigua and Barbuda","ATG",1968,0,NA,NA
"274","Antigua and Barbuda","ATG",1969,0,NA,NA
"275","Antigua and Barbuda","ATG",1970,0,NA,NA
"276","Antigua and Barbuda","ATG",1971,0,NA,NA
"277","Antigua and Barbuda","ATG",1972,0,NA,NA
"278","Antigua and Barbuda","ATG",1973,0,NA,NA
"279","Antigua and Barbuda","ATG",1974,0,NA,NA
"280","Antigua and Barbuda","ATG",1975,0,NA,NA
"281","Antigua and Barbuda","ATG",1976,0,NA,NA
"282","Antigua and Barbuda","ATG",1977,0,NA,NA
"283","Antigua and Barbuda","ATG",1978,0,NA,NA
"284","Antigua and Barbuda","ATG",1979,0,NA,NA
"285","Antigua and Barbuda","ATG",1980,0,NA,NA
"286","Antigua and Barbuda","ATG",1981,0,NA,NA
"287","Antigua and Barbuda","ATG",1982,0,NA,NA
"288","Antigua and Barbuda","ATG",1983,0,NA,NA
"289","Antigua and Barbuda","ATG",1984,0,NA,NA
"290","Antigua and Barbuda","ATG",1985,0,NA,NA
"291","Antigua and Barbuda","ATG",1986,0,NA,NA
"292","Antigua and Barbuda","ATG",1987,0,NA,NA
"293","Antigua and Barbuda","ATG",1988,0,NA,NA
"294","Antigua and Barbuda","ATG",1989,0,NA,NA
"295","Antigua and Barbuda","ATG",1990,0,NA,NA
"296","Antigua and Barbuda","ATG",1991,0,NA,NA
"297","Antigua and Barbuda","ATG",1992,0,NA,NA
"298","Antigua and Barbuda","ATG",1993,0,NA,NA
"299","Antigua and Barbuda","ATG",1994,0,NA,NA
"300","Antigua and Barbuda","ATG",1995,0,NA,NA
"301","Antigua and Barbuda","ATG",1996,0,NA,NA
"302","Antigua and Barbuda","ATG",1997,0,NA,NA
"303","Antigua and Barbuda","ATG",1998,0,NA,NA
"304","Antigua and Barbuda","ATG",1999,0,NA,NA
"305","Antigua and Barbuda","ATG",2000,0,NA,NA
"306","Antigua and Barbuda","ATG",2001,0,NA,NA
"307","Antigua and Barbuda","ATG",2002,0,NA,NA
"308","Antigua and Barbuda","ATG",2003,0,NA,NA
"309","Antigua and Barbuda","ATG",2004,0,NA,NA
"310","Antigua and Barbuda","ATG",2005,0,NA,NA
"311","Antigua and Barbuda","ATG",2006,0,NA,NA
"312","Antigua and Barbuda","ATG",2007,0,NA,NA
"313","Antigua and Barbuda","ATG",2008,0,NA,NA
"314","Antigua and Barbuda","ATG",2009,0,NA,NA
"315","Antigua and Barbuda","ATG",2010,0,NA,NA
"316","Antigua and Barbuda","ATG",2011,0,NA,NA
"317","Antigua and Barbuda","ATG",2012,0,NA,NA
"318","Antigua and Barbuda","ATG",2013,0,NA,NA
"319","Argentina","ARG",1961,0,0,0
"320","Argentina","ARG",1962,0,0,1000
"321","Argentina","ARG",1963,0,0,8000
"322","Argentina","ARG",1964,0,0,5000
"323","Argentina","ARG",1965,0,0,5000
"324","Argentina","ARG",1966,0,0,4000
"325","Argentina","ARG",1967,0,0,2000
"326","Argentina","ARG",1968,0,0,12000
"327","Argentina","ARG",1969,0,0,13000
"328","Argentina","ARG",1970,0,0,21000
"329","Argentina","ARG",1971,0,0,32000
"330","Argentina","ARG",1972,0,0,46000
"331","Argentina","ARG",1973,0,0,164000
"332","Argentina","ARG",1974,0,0,247000
"333","Argentina","ARG",1975,0,0,499000
"334","Argentina","ARG",1976,0,0,484000
"335","Argentina","ARG",1977,0,0,568000
"336","Argentina","ARG",1978,0,0,635000
"337","Argentina","ARG",1979,0,0,693000
"338","Argentina","ARG",1980,0,0,802000
"339","Argentina","ARG",1981,0,0,1011000
"340","Argentina","ARG",1982,0,0,1736000
"341","Argentina","ARG",1983,0,0,2255000
"342","Argentina","ARG",1984,0,0,3407000
"343","Argentina","ARG",1985,0,0,3675000
"344","Argentina","ARG",1986,0,0,4458000
"345","Argentina","ARG",1987,0,0,5017000
"346","Argentina","ARG",1988,0,0,6195000
"347","Argentina","ARG",1989,0,0,5410000
"348","Argentina","ARG",1990,0,0,6627000
"349","Argentina","ARG",1991,0,0,7258000
"350","Argentina","ARG",1992,0,0,8212000
"351","Argentina","ARG",1993,0,0,8251000
"352","Argentina","ARG",1994,0,0,8905000
"353","Argentina","ARG",1995,0,0,9103000
"354","Argentina","ARG",1996,0,0,10360000
"355","Argentina","ARG",1997,0,0,10470000
"356","Argentina","ARG",1998,0,0,15293000
"357","Argentina","ARG",1999,0,0,17058000
"358","Argentina","ARG",2000,0,0,17031000
"359","Argentina","ARG",2001,0,0,18274000
"360","Argentina","ARG",2002,0,0,21391000
"361","Argentina","ARG",2003,0,0,24320000
"362","Argentina","ARG",2004,0,0,24229000
"363","Argentina","ARG",2005,0,390000,28529000
"364","Argentina","ARG",2006,0,412000,32500000
"365","Argentina","ARG",2007,0,497000,36268000
"366","Argentina","ARG",2008,0,491000,31709000
"367","Argentina","ARG",2009,0,318000,30307000
"368","Argentina","ARG",2010,0,527000,36825000
"369","Argentina","ARG",2011,0,489000,37340000
"370","Argentina","ARG",2012,0,401000,33333000
"371","Argentina","ARG",2013,0,986000,34041000
"372","Armenia","ARM",1992,0,0,NA
"373","Armenia","ARM",1993,0,0,NA
"374","Armenia","ARM",1994,0,0,NA
"375","Armenia","ARM",1995,0,20000,NA
"376","Armenia","ARM",1996,0,17000,NA
"377","Armenia","ARM",1997,0,0,NA
"378","Armenia","ARM",1998,0,0,NA
"379","Armenia","ARM",1999,0,0,NA
"380","Armenia","ARM",2000,0,0,NA
"381","Armenia","ARM",2001,0,0,NA
"382","Armenia","ARM",2002,0,0,NA
"383","Armenia","ARM",2003,0,1000,NA
"384","Armenia","ARM",2004,0,2000,NA
"385","Armenia","ARM",2005,0,1000,NA
"386","Armenia","ARM",2006,0,0,NA
"387","Armenia","ARM",2007,0,0,NA
"388","Armenia","ARM",2008,0,0,NA
"389","Armenia","ARM",2009,0,6000,NA
"390","Armenia","ARM",2010,0,0,NA
"391","Armenia","ARM",2011,0,0,NA
"392","Armenia","ARM",2012,0,0,NA
"393","Armenia","ARM",2013,0,0,NA
"394","Asia",NA,1961,4112000,191000,3033000
"395","Asia",NA,1962,4181000,205000,3188000
"396","Asia",NA,1963,4525000,225000,3549000
"397","Asia",NA,1964,4752000,263000,3693000
"398","Asia",NA,1965,4278000,284000,3831000
"399","Asia",NA,1966,5367000,426000,4368000
"400","Asia",NA,1967,5623000,403000,4544000
"401","Asia",NA,1968,5481000,373000,4608000
"402","Asia",NA,1969,5335000,331000,4998000
"403","Asia",NA,1970,5804000,302000,5871000
"404","Asia",NA,1971,6002000,473000,5810000
"405","Asia",NA,1972,5442000,303000,5840000
"406","Asia",NA,1973,6149000,367000,5980000
"407","Asia",NA,1974,5789000,301000,6382000
"408","Asia",NA,1975,5676000,293000,6464000
"409","Asia",NA,1976,5570000,358000,6769000
"410","Asia",NA,1977,5446000,365000,7260000
"411","Asia",NA,1978,5567000,320000,8360000
"412","Asia",NA,1979,5633000,335000,8827000
"413","Asia",NA,1980,6070000,456000,9131000
"414","Asia",NA,1981,6198000,486000,10229000
"415","Asia",NA,1982,6007000,446000,11167000
"416","Asia",NA,1983,5922000,479000,11736000
"417","Asia",NA,1984,5954000,520000,11831000
"418","Asia",NA,1985,5808000,846000,12665000
"419","Asia",NA,1986,6383000,633000,13600000
"420","Asia",NA,1987,6637000,606000,14015000
"421","Asia",NA,1988,6791000,643000,14649000
"422","Asia",NA,1989,6411000,574000,15039000
"423","Asia",NA,1990,6686000,483000,15617000
"424","Asia",NA,1991,5882000,488000,15811000
"425","Asia",NA,1992,6706000,441000,16734000
"426","Asia",NA,1993,7774000,1095000,20687000
"427","Asia",NA,1994,8904000,1172000,20331000
"428","Asia",NA,1995,7977000,777000,21307000
"429","Asia",NA,1996,8128000,529000,23843000
"430","Asia",NA,1997,9501000,464000,25551000
"431","Asia",NA,1998,8021000,545000,27890000
"432","Asia",NA,1999,6943000,1619000,30093000
"433","Asia",NA,2000,7482000,2223000,32817000
"434","Asia",NA,2001,7369000,2874000,36859000
"435","Asia",NA,2002,6952000,2278000,38624000
"436","Asia",NA,2003,7160000,3260000,45637000
"437","Asia",NA,2004,7282000,3908000,46208000
"438","Asia",NA,2005,7801000,3359000,51542000
"439","Asia",NA,2006,7766000,3503000,53652000
"440","Asia",NA,2007,7853000,3720000,58608000
"441","Asia",NA,2008,7763000,3943000,59169000
"442","Asia",NA,2009,7996000,5285000,63283000
"443","Asia",NA,2010,8324000,9535000,74199000
"444","Asia",NA,2011,8177000,6472000,78276000
"445","Asia",NA,2012,8677000,7524000,82418000
"446","Asia",NA,2013,8667000,10017000,80582000
"447","Asia, Central",NA,1992,0,2000,34000
"448","Asia, Central",NA,1993,0,1000,31000
"449","Asia, Central",NA,1994,0,5000,36000
"450","Asia, Central",NA,1995,0,3000,40000
"451","Asia, Central",NA,1996,0,2000,16000
"452","Asia, Central",NA,1997,0,9000,125000
"453","Asia, Central",NA,1998,0,7000,126000
"454","Asia, Central",NA,1999,0,7000,34000
"455","Asia, Central",NA,2000,0,9000,69000
"456","Asia, Central",NA,2001,0,9000,62000
"457","Asia, Central",NA,2002,0,101000,34000
"458","Asia, Central",NA,2003,0,8000,27000
"459","Asia, Central",NA,2004,0,6000,14000
"460","Asia, Central",NA,2005,0,5000,67000
"461","Asia, Central",NA,2006,0,3000,112000
"462","Asia, Central",NA,2007,0,2000,160000
"463","Asia, Central",NA,2008,0,2000,86000
"464","Asia, Central",NA,2009,0,41000,56000
"465","Asia, Central",NA,2010,1000,84000,31000
"466","Asia, Central",NA,2011,0,94000,36000
"467","Asia, Central",NA,2012,1000,102000,56000
"468","Asia, Central",NA,2013,1000,122000,75000
"469","Australia","AUS",1961,0,0,0
"470","Australia","AUS",1962,0,0,0
"471","Australia","AUS",1963,0,0,1000
"472","Australia","AUS",1964,0,1000,2000
"473","Australia","AUS",1965,0,2000,5000
"474","Australia","AUS",1966,0,21000,1000
"475","Australia","AUS",1967,0,2000,1000
"476","Australia","AUS",1968,0,4000,1000
"477","Australia","AUS",1969,0,0,1000
"478","Australia","AUS",1970,0,0,4000
"479","Australia","AUS",1971,0,0,13000
"480","Australia","AUS",1972,0,8000,22000
"481","Australia","AUS",1973,0,0,24000
"482","Australia","AUS",1974,0,29000,61000
"483","Australia","AUS",1975,0,21000,57000
"484","Australia","AUS",1976,0,0,13000
"485","Australia","AUS",1977,0,22000,50000
"486","Australia","AUS",1978,0,27000,60000
"487","Australia","AUS",1979,0,21000,64000
"488","Australia","AUS",1980,0,25000,63000
"489","Australia","AUS",1981,0,32000,75000
"490","Australia","AUS",1982,1000,24000,57000
"491","Australia","AUS",1983,1000,21000,50000
"492","Australia","AUS",1984,1000,22000,82000
"493","Australia","AUS",1985,1000,32000,97000
"494","Australia","AUS",1986,1000,19000,69000
"495","Australia","AUS",1987,1000,14000,59000
"496","Australia","AUS",1988,1000,23000,65000
"497","Australia","AUS",1989,1000,61000,137000
"498","Australia","AUS",1990,1000,18000,53000
"499","Australia","AUS",1991,1000,35000,93000
"500","Australia","AUS",1992,1000,36000,82000
"501","Australia","AUS",1993,1000,24000,69000
"502","Australia","AUS",1994,1000,33000,85000
"503","Australia","AUS",1995,2000,29000,85000
"504","Australia","AUS",1996,2000,181000,75000
"505","Australia","AUS",1997,2000,165000,84000
"506","Australia","AUS",1998,2000,12000,49000
"507","Australia","AUS",1999,2000,45000,116000
"508","Australia","AUS",2000,2000,162000,91000
"509","Australia","AUS",2001,2000,44000,39000
"510","Australia","AUS",2002,2000,3000,53000
"511","Australia","AUS",2003,3000,19000,75000
"512","Australia","AUS",2004,3000,76000,57000
"513","Australia","AUS",2005,3000,142000,45000
"514","Australia","AUS",2006,3000,74000,49000
"515","Australia","AUS",2007,3000,6000,37000
"516","Australia","AUS",2008,3000,2000,30000
"517","Australia","AUS",2009,3000,2000,68000
"518","Australia","AUS",2010,4000,1000,53000
"519","Australia","AUS",2011,4000,1000,26000
"520","Australia","AUS",2012,4000,11000,78000
"521","Australia","AUS",2013,4000,3000,77000
"522","Australia & New Zealand",NA,1961,0,0,0
"523","Australia & New Zealand",NA,1962,0,0,0
"524","Australia & New Zealand",NA,1963,0,0,1000
"525","Australia & New Zealand",NA,1964,0,1000,2000
"526","Australia & New Zealand",NA,1965,0,2000,5000
"527","Australia & New Zealand",NA,1966,0,21000,1000
"528","Australia & New Zealand",NA,1967,0,2000,1000
"529","Australia & New Zealand",NA,1968,0,4000,1000
"530","Australia & New Zealand",NA,1969,0,0,1000
"531","Australia & New Zealand",NA,1970,0,0,4000
"532","Australia & New Zealand",NA,1971,0,0,13000
"533","Australia & New Zealand",NA,1972,0,8000,22000
"534","Australia & New Zealand",NA,1973,0,0,24000
"535","Australia & New Zealand",NA,1974,3000,29000,61000
"536","Australia & New Zealand",NA,1975,1000,21000,57000
"537","Australia & New Zealand",NA,1976,1000,0,13000
"538","Australia & New Zealand",NA,1977,1000,22000,50000
"539","Australia & New Zealand",NA,1978,1000,27000,60000
"540","Australia & New Zealand",NA,1979,1000,21000,64000
"541","Australia & New Zealand",NA,1980,1000,25000,63000
"542","Australia & New Zealand",NA,1981,1000,32000,75000
"543","Australia & New Zealand",NA,1982,1000,24000,57000
"544","Australia & New Zealand",NA,1983,1000,21000,50000
"545","Australia & New Zealand",NA,1984,1000,22000,82000
"546","Australia & New Zealand",NA,1985,1000,32000,97000
"547","Australia & New Zealand",NA,1986,1000,19000,69000
"548","Australia & New Zealand",NA,1987,1000,14000,59000
"549","Australia & New Zealand",NA,1988,1000,23000,65000
"550","Australia & New Zealand",NA,1989,2000,61000,137000
"551","Australia & New Zealand",NA,1990,2000,18000,53000
"552","Australia & New Zealand",NA,1991,2000,35000,93000
"553","Australia & New Zealand",NA,1992,2000,36000,82000
"554","Australia & New Zealand",NA,1993,2000,24000,69000
"555","Australia & New Zealand",NA,1994,2000,33000,85000
"556","Australia & New Zealand",NA,1995,3000,29000,85000
"557","Australia & New Zealand",NA,1996,3000,181000,75000
"558","Australia & New Zealand",NA,1997,3000,165000,84000
"559","Australia & New Zealand",NA,1998,3000,12000,49000
"560","Australia & New Zealand",NA,1999,3000,45000,116000
"561","Australia & New Zealand",NA,2000,3000,162000,91000
"562","Australia & New Zealand",NA,2001,3000,44000,39000
"563","Australia & New Zealand",NA,2002,3000,3000,53000
"564","Australia & New Zealand",NA,2003,4000,19000,75000
"565","Australia & New Zealand",NA,2004,4000,76000,57000
"566","Australia & New Zealand",NA,2005,4000,142000,45000
"567","Australia & New Zealand",NA,2006,4000,74000,49000
"568","Australia & New Zealand",NA,2007,5000,6000,37000
"569","Australia & New Zealand",NA,2008,5000,2000,30000
"570","Australia & New Zealand",NA,2009,5000,2000,68000
"571","Australia & New Zealand",NA,2010,6000,1000,53000
"572","Australia & New Zealand",NA,2011,5000,1000,26000
"573","Australia & New Zealand",NA,2012,6000,11000,78000
"574","Australia & New Zealand",NA,2013,6000,3000,77000
"575","Austria","AUT",1961,0,0,0
"576","Austria","AUT",1962,0,0,0
"577","Austria","AUT",1963,0,0,0
"578","Austria","AUT",1964,0,0,0
"579","Austria","AUT",1965,0,0,0
"580","Austria","AUT",1966,0,0,0
"581","Austria","AUT",1967,0,0,0
"582","Austria","AUT",1968,0,0,0
"583","Austria","AUT",1969,0,0,0
"584","Austria","AUT",1970,0,0,0
"585","Austria","AUT",1971,0,0,0
"586","Austria","AUT",1972,0,0,0
"587","Austria","AUT",1973,0,0,0
"588","Austria","AUT",1974,0,0,0
"589","Austria","AUT",1975,0,0,0
"590","Austria","AUT",1976,0,0,0
"591","Austria","AUT",1977,0,0,0
"592","Austria","AUT",1978,0,0,0
