"","entity","code","year","human_food","animal_feed","processed"
"1609","Caribbean",NA,1975,0,0,34000
"1610","Caribbean",NA,1976,0,0,64000
"1611","Caribbean",NA,1977,0,0,54000
"1612","Caribbean",NA,1978,0,0,75000
"1613","Caribbean",NA,1979,0,0,73000
"1614","Caribbean",NA,1980,0,0,1e+05
"1615","Caribbean",NA,1981,0,0,87000
"1616","Caribbean",NA,1982,0,0,76000
"1617","Caribbean",NA,1983,0,0,125000
"1618","Caribbean",NA,1984,0,0,94000
"1619","Caribbean",NA,1985,0,0,85000
"1620","Caribbean",NA,1986,0,0,117000
"1621","Caribbean",NA,1987,0,0,143000
"1622","Caribbean",NA,1988,0,0,124000
"1623","Caribbean",NA,1989,0,0,175000
"1624","Caribbean",NA,1990,0,0,157000
"1625","Caribbean",NA,1991,0,0,180000
"1626","Caribbean",NA,1992,0,0,227000
"1627","Caribbean",NA,1993,0,0,2e+05
"1628","Caribbean",NA,1994,0,0,154000
"1629","Caribbean",NA,1995,1000,0,121000
"1630","Caribbean",NA,1996,2000,0,1e+05
"1631","Caribbean",NA,1997,2000,0,95000
"1632","Caribbean",NA,1998,3000,0,55000
"1633","Caribbean",NA,1999,4000,0,64000
"1634","Caribbean",NA,2000,5000,0,123000
"1635","Caribbean",NA,2001,6000,1000,155000
"1636","Caribbean",NA,2002,1000,12000,166000
"1637","Caribbean",NA,2003,1000,14000,160000
"1638","Caribbean",NA,2004,1000,14000,161000
"1639","Caribbean",NA,2005,20000,22000,151000
"1640","Caribbean",NA,2006,29000,17000,160000
"1641","Caribbean",NA,2007,13000,17000,193000
"1642","Caribbean",NA,2008,72000,5000,105000
"1643","Caribbean",NA,2009,65000,13000,87000
"1644","Caribbean",NA,2010,56000,11000,128000
"1645","Caribbean",NA,2011,63000,13000,142000
"1646","Caribbean",NA,2012,71000,5000,98000
"1647","Caribbean",NA,2013,72000,5000,110000
"1648","Central America",NA,1961,0,13000,5000
"1649","Central America",NA,1962,0,42000,15000
"1650","Central America",NA,1963,0,41000,13000
"1651","Central America",NA,1964,0,19000,41000
"1652","Central America",NA,1965,0,34000,23000
"1653","Central America",NA,1966,0,53000,41000
"1654","Central America",NA,1967,1000,66000,61000
"1655","Central America",NA,1968,0,175000,97000
"1656","Central America",NA,1969,0,168000,121000
"1657","Central America",NA,1970,0,64000,238000
"1658","Central America",NA,1971,0,90000,215000
"1659","Central America",NA,1972,0,87000,277000
"1660","Central America",NA,1973,0,122000,475000
"1661","Central America",NA,1974,0,1e+05,535000
"1662","Central America",NA,1975,1000,84000,562000
"1663","Central America",NA,1976,1000,35000,683000
"1664","Central America",NA,1977,1000,31000,722000
"1665","Central America",NA,1978,1000,54000,819000
"1666","Central America",NA,1979,2000,40000,1004000
"1667","Central America",NA,1980,4000,43000,1119000
"1668","Central America",NA,1981,5000,63000,1496000
"1669","Central America",NA,1982,4000,45000,1743000
"1670","Central America",NA,1983,3000,159000,1480000
"1671","Central America",NA,1984,2000,342000,1839000
"1672","Central America",NA,1985,3000,255000,2056000
"1673","Central America",NA,1986,2000,148000,1870000
"1674","Central America",NA,1987,4000,87000,1807000
"1675","Central America",NA,1988,7000,57000,1561000
"1676","Central America",NA,1989,11000,71000,1706000
"1677","Central America",NA,1990,12000,66000,1882000
"1678","Central America",NA,1991,10000,55000,2247000
"1679","Central America",NA,1992,9000,146000,2533000
"1680","Central America",NA,1993,8000,186000,2595000
"1681","Central America",NA,1994,14000,198000,2773000
"1682","Central America",NA,1995,20000,225000,2470000
"1683","Central America",NA,1996,21000,404000,2815000
"1684","Central America",NA,1997,22000,611000,2591000
"1685","Central America",NA,1998,11000,652000,2536000
"1686","Central America",NA,1999,14000,743000,3377000
"1687","Central America",NA,2000,32000,902000,2318000
"1688","Central America",NA,2001,16000,806000,2412000
"1689","Central America",NA,2002,23000,828000,2290000
"1690","Central America",NA,2003,23000,868000,2355000
"1691","Central America",NA,2004,22000,827000,2247000
"1692","Central America",NA,2005,24000,847000,2683000
"1693","Central America",NA,2006,27000,849000,2675000
"1694","Central America",NA,2007,30000,940000,2623000
"1695","Central America",NA,2008,27000,868000,2529000
"1696","Central America",NA,2009,28000,945000,2389000
"1697","Central America",NA,2010,31000,946000,2674000
"1698","Central America",NA,2011,31000,955000,2412000
"1699","Central America",NA,2012,23000,957000,2515000
"1700","Central America",NA,2013,34000,960000,2740000
"1701","Chile","CHL",1961,0,NA,1000
"1702","Chile","CHL",1962,0,NA,1000
"1703","Chile","CHL",1963,0,NA,1000
"1704","Chile","CHL",1964,0,NA,1000
"1705","Chile","CHL",1965,0,NA,1000
"1706","Chile","CHL",1966,0,NA,1000
"1707","Chile","CHL",1967,0,NA,1000
"1708","Chile","CHL",1968,0,NA,1000
"1709","Chile","CHL",1969,0,NA,1000
"1710","Chile","CHL",1970,0,NA,1000
"1711","Chile","CHL",1971,0,NA,16000
"1712","Chile","CHL",1972,0,NA,3000
"1713","Chile","CHL",1973,0,NA,1000
"1714","Chile","CHL",1974,0,NA,1000
"1715","Chile","CHL",1975,0,NA,1000
"1716","Chile","CHL",1976,0,NA,2000
"1717","Chile","CHL",1977,0,NA,1000
"1718","Chile","CHL",1978,0,NA,1000
"1719","Chile","CHL",1979,0,NA,2000
"1720","Chile","CHL",1980,0,NA,2000
"1721","Chile","CHL",1981,0,NA,1000
"1722","Chile","CHL",1982,0,NA,1000
"1723","Chile","CHL",1983,0,NA,0
"1724","Chile","CHL",1984,0,NA,0
"1725","Chile","CHL",1985,0,NA,0
"1726","Chile","CHL",1986,0,NA,0
"1727","Chile","CHL",1987,0,NA,0
"1728","Chile","CHL",1988,0,NA,0
"1729","Chile","CHL",1989,0,NA,0
"1730","Chile","CHL",1990,0,NA,1000
"1731","Chile","CHL",1991,0,NA,1000
"1732","Chile","CHL",1992,0,NA,6000
"1733","Chile","CHL",1993,0,NA,1000
"1734","Chile","CHL",1994,0,NA,2000
"1735","Chile","CHL",1995,0,NA,0
"1736","Chile","CHL",1996,0,NA,3000
"1737","Chile","CHL",1997,0,NA,40000
"1738","Chile","CHL",1998,0,NA,49000
"1739","Chile","CHL",1999,0,NA,64000
"1740","Chile","CHL",2000,0,NA,72000
"1741","Chile","CHL",2001,0,NA,95000
"1742","Chile","CHL",2002,0,NA,124000
"1743","Chile","CHL",2003,0,NA,133000
"1744","Chile","CHL",2004,0,NA,138000
"1745","Chile","CHL",2005,0,NA,137000
"1746","Chile","CHL",2006,0,NA,132000
"1747","Chile","CHL",2007,0,NA,128000
"1748","Chile","CHL",2008,0,NA,129000
"1749","Chile","CHL",2009,0,NA,16000
"1750","Chile","CHL",2010,0,NA,46000
"1751","Chile","CHL",2011,1000,NA,128000
"1752","Chile","CHL",2012,1000,NA,40000
"1753","Chile","CHL",2013,1000,NA,25000
"1754","China","CHN",1961,2810000,186000,1700000
"1755","China","CHN",1962,2950000,195000,1800000
"1756","China","CHN",1963,3320000,217000,1800000
"1757","China","CHN",1964,3500000,236000,1900000
"1758","China","CHN",1965,2970000,230000,1900000
"1759","China","CHN",1966,4050000,348000,2200000
"1760","China","CHN",1967,4100000,290000,2200000
"1761","China","CHN",1968,3940000,280000,2060000
"1762","China","CHN",1969,3750000,232000,2200000
"1763","China","CHN",1970,4080000,260000,2400000
"1764","China","CHN",1971,4245000,260000,2300000
"1765","China","CHN",1972,3620000,2e+05,2100000
"1766","China","CHN",1973,4250000,255000,2100000
"1767","China","CHN",1974,3920000,244000,2400000
"1768","China","CHN",1975,3700000,203000,2400000
"1769","China","CHN",1976,3550000,210000,2300000
"1770","China","CHN",1977,3640000,248000,2600000
"1771","China","CHN",1978,3600000,233000,2800000
"1772","China","CHN",1979,3600000,242000,2900000
"1773","China","CHN",1980,3815000,260000,3200000
"1774","China","CHN",1981,4030000,3e+05,3800000
"1775","China","CHN",1982,3775000,320000,4400000
"1776","China","CHN",1983,3670000,350000,4400000
"1777","China","CHN",1984,3660000,4e+05,4046000
"1778","China","CHN",1985,3650000,7e+05,3720000
"1779","China","CHN",1986,4150000,5e+05,4200000
"1780","China","CHN",1987,4192000,5e+05,4660000
"1781","China","CHN",1988,4292000,480000,4546000
"1782","China","CHN",1989,3932000,4e+05,4580000
"1783","China","CHN",1990,4043000,250000,4100000
"1784","China","CHN",1991,3493000,2e+05,4060000
"1785","China","CHN",1992,4093000,2e+05,3700000
"1786","China","CHN",1993,5292000,8e+05,6280000
"1787","China","CHN",1994,6392000,7e+05,6700000
"1788","China","CHN",1995,5491000,450000,6e+06
"1789","China","CHN",1996,5592000,3e+05,7800000
"1790","China","CHN",1997,6890000,3e+05,9e+06
"1791","China","CHN",1998,5491000,4e+05,10850000
"1792","China","CHN",1999,4240000,1457000,11080000
"1793","China","CHN",2000,4889000,2009000,15880000
"1794","China","CHN",2001,4890000,2655000,1.9e+07
"1795","China","CHN",2002,4338000,1907000,20980000
"1796","China","CHN",2003,4586000,2911000,25497000
"1797","China","CHN",2004,4706000,3594000,26960000
"1798","China","CHN",2005,5109000,3014000,30776000
"1799","China","CHN",2006,5012000,3216000,33330000
"1800","China","CHN",2007,4881000,3408000,34640000
"1801","China","CHN",2008,4979000,3609000,37600000
"1802","China","CHN",2009,5179000,4821000,4.2e+07
"1803","China","CHN",2010,5378000,9016000,48820000
"1804","China","CHN",2011,5076000,6020000,53846000
"1805","China","CHN",2012,5074000,7029000,57296000
"1806","China","CHN",2013,5072000,9530000,59162000
"1807","Colombia","COL",1961,0,NA,19000
"1808","Colombia","COL",1962,0,NA,20000
"1809","Colombia","COL",1963,0,NA,28000
"1810","Colombia","COL",1964,2000,NA,35000
"1811","Colombia","COL",1965,7000,NA,40000
"1812","Colombia","COL",1966,5000,NA,40000
"1813","Colombia","COL",1967,8000,NA,50000
"1814","Colombia","COL",1968,11000,NA,59000
"1815","Colombia","COL",1969,11000,NA,63000
"1816","Colombia","COL",1970,7000,NA,84000
"1817","Colombia","COL",1971,6000,NA,88000
"1818","Colombia","COL",1972,6000,NA,86000
"1819","Colombia","COL",1973,8000,NA,95000
"1820","Colombia","COL",1974,17000,NA,140000
"1821","Colombia","COL",1975,2000,NA,167000
"1822","Colombia","COL",1976,2000,NA,78000
"1823","Colombia","COL",1977,2000,NA,91000
"1824","Colombia","COL",1978,2000,NA,121000
"1825","Colombia","COL",1979,1000,NA,170000
"1826","Colombia","COL",1980,1000,NA,126000
"1827","Colombia","COL",1981,1000,NA,126000
"1828","Colombia","COL",1982,1000,NA,167000
"1829","Colombia","COL",1983,4000,NA,176000
"1830","Colombia","COL",1984,4000,NA,172000
"1831","Colombia","COL",1985,3000,NA,235000
"1832","Colombia","COL",1986,3000,NA,210000
"1833","Colombia","COL",1987,3000,NA,317000
"1834","Colombia","COL",1988,3000,NA,235000
"1835","Colombia","COL",1989,3000,NA,210000
"1836","Colombia","COL",1990,3000,NA,262000
"1837","Colombia","COL",1991,3000,NA,276000
"1838","Colombia","COL",1992,3000,NA,282000
"1839","Colombia","COL",1993,4000,NA,252000
"1840","Colombia","COL",1994,4000,NA,261000
"1841","Colombia","COL",1995,4000,NA,243000
"1842","Colombia","COL",1996,38000,NA,230000
"1843","Colombia","COL",1997,31000,NA,239000
"1844","Colombia","COL",1998,23000,NA,239000
"1845","Colombia","COL",1999,24000,NA,258000
"1846","Colombia","COL",2000,45000,NA,281000
"1847","Colombia","COL",2001,54000,NA,435000
"1848","Colombia","COL",2002,72000,NA,576000
"1849","Colombia","COL",2003,39000,NA,525000
"1850","Colombia","COL",2004,20000,NA,477000
"1851","Colombia","COL",2005,21000,NA,380000
"1852","Colombia","COL",2006,23000,NA,405000
"1853","Colombia","COL",2007,20000,NA,318000
"1854","Colombia","COL",2008,21000,NA,299000
"1855","Colombia","COL",2009,23000,NA,337000
"1856","Colombia","COL",2010,24000,NA,373000
"1857","Colombia","COL",2011,20000,NA,340000
"1858","Colombia","COL",2012,33000,NA,328000
"1859","Colombia","COL",2013,43000,NA,386000
"1860","Congo","COG",1961,0,NA,NA
"1861","Congo","COG",1962,0,NA,NA
"1862","Congo","COG",1963,0,NA,NA
"1863","Congo","COG",1964,0,NA,NA
"1864","Congo","COG",1965,0,NA,NA
"1865","Congo","COG",1966,0,NA,NA
"1866","Congo","COG",1967,0,NA,NA
"1867","Congo","COG",1968,0,NA,NA
"1868","Congo","COG",1969,0,NA,NA
"1869","Congo","COG",1970,0,NA,NA
"1870","Congo","COG",1971,0,NA,NA
"1871","Congo","COG",1972,0,NA,NA
"1872","Congo","COG",1973,0,NA,NA
"1873","Congo","COG",1974,0,NA,NA
"1874","Congo","COG",1975,0,NA,NA
"1875","Congo","COG",1976,0,NA,NA
"1876","Congo","COG",1977,0,NA,NA
"1877","Congo","COG",1978,0,NA,NA
"1878","Congo","COG",1979,0,NA,NA
"1879","Congo","COG",1980,0,NA,NA
"1880","Congo","COG",1981,0,NA,NA
"1881","Congo","COG",1982,0,NA,NA
"1882","Congo","COG",1983,0,NA,NA
"1883","Congo","COG",1984,0,NA,NA
"1884","Congo","COG",1985,0,NA,NA
"1885","Congo","COG",1986,0,NA,NA
"1886","Congo","COG",1987,0,NA,NA
"1887","Congo","COG",1988,0,NA,NA
"1888","Congo","COG",1989,0,NA,NA
"1889","Congo","COG",1990,0,NA,NA
"1890","Congo","COG",1991,0,NA,NA
"1891","Congo","COG",1992,0,NA,NA
"1892","Congo","COG",1993,0,NA,NA
"1893","Congo","COG",1994,0,NA,NA
"1894","Congo","COG",1995,0,NA,NA
"1895","Congo","COG",1996,0,NA,NA
"1896","Congo","COG",1997,0,NA,NA
"1897","Congo","COG",1998,0,NA,NA
"1898","Congo","COG",1999,0,NA,NA
"1899","Congo","COG",2000,0,NA,NA
"1900","Congo","COG",2001,0,NA,NA
"1901","Congo","COG",2002,0,NA,NA
"1902","Congo","COG",2003,0,NA,NA
"1903","Congo","COG",2004,0,NA,NA
"1904","Congo","COG",2005,0,NA,NA
"1905","Congo","COG",2006,0,NA,NA
"1906","Congo","COG",2007,0,NA,NA
"1907","Congo","COG",2008,0,NA,NA
"1908","Congo","COG",2009,0,NA,NA
"1909","Congo","COG",2010,0,NA,NA
"1910","Congo","COG",2011,0,NA,NA
"1911","Congo","COG",2012,0,NA,NA
"1912","Congo","COG",2013,0,NA,NA
"1913","Costa Rica","CRI",1961,0,NA,0
"1914","Costa Rica","CRI",1962,0,NA,0
"1915","Costa Rica","CRI",1963,0,NA,0
"1916","Costa Rica","CRI",1964,0,NA,0
"1917","Costa Rica","CRI",1965,0,NA,0
"1918","Costa Rica","CRI",1966,0,NA,0
"1919","Costa Rica","CRI",1967,0,NA,0
"1920","Costa Rica","CRI",1968,0,NA,0
"1921","Costa Rica","CRI",1969,0,NA,0
"1922","Costa Rica","CRI",1970,0,NA,0
"1923","Costa Rica","CRI",1971,0,NA,0
"1924","Costa Rica","CRI",1972,0,NA,0
"1925","Costa Rica","CRI",1973,0,NA,0
"1926","Costa Rica","CRI",1974,0,NA,0
"1927","Costa Rica","CRI",1975,0,NA,0
"1928","Costa Rica","CRI",1976,0,NA,0
"1929","Costa Rica","CRI",1977,0,NA,0
"1930","Costa Rica","CRI",1978,0,NA,0
"1931","Costa Rica","CRI",1979,1000,NA,0
"1932","Costa Rica","CRI",1980,2000,NA,0
"1933","Costa Rica","CRI",1981,3000,NA,0
"1934","Costa Rica","CRI",1982,3000,NA,0
"1935","Costa Rica","CRI",1983,2000,NA,0
"1936","Costa Rica","CRI",1984,1000,NA,0
"1937","Costa Rica","CRI",1985,1000,NA,0
"1938","Costa Rica","CRI",1986,1000,NA,5000
"1939","Costa Rica","CRI",1987,1000,NA,56000
"1940","Costa Rica","CRI",1988,0,NA,41000
"1941","Costa Rica","CRI",1989,1000,NA,42000
"1942","Costa Rica","CRI",1990,2000,NA,72000
"1943","Costa Rica","CRI",1991,1000,NA,71000
"1944","Costa Rica","CRI",1992,0,NA,84000
"1945","Costa Rica","CRI",1993,1000,NA,78000
"1946","Costa Rica","CRI",1994,8000,NA,133000
"1947","Costa Rica","CRI",1995,14000,NA,138000
"1948","Costa Rica","CRI",1996,13000,NA,148000
"1949","Costa Rica","CRI",1997,13000,NA,147000
"1950","Costa Rica","CRI",1998,4000,NA,2e+05
"1951","Costa Rica","CRI",1999,6000,NA,214000
"1952","Costa Rica","CRI",2000,24000,NA,216000
"1953","Costa Rica","CRI",2001,6000,NA,212000
"1954","Costa Rica","CRI",2002,12000,NA,242000
"1955","Costa Rica","CRI",2003,11000,NA,205000
"1956","Costa Rica","CRI",2004,12000,NA,203000
"1957","Costa Rica","CRI",2005,12000,NA,241000
"1958","Costa Rica","CRI",2006,12000,NA,224000
"1959","Costa Rica","CRI",2007,13000,NA,264000
"1960","Costa Rica","CRI",2008,12000,NA,213000
"1961","Costa Rica","CRI",2009,13000,NA,215000
"1962","Costa Rica","CRI",2010,13000,NA,253000
"1963","Costa Rica","CRI",2011,13000,NA,217000
"1964","Costa Rica","CRI",2012,7000,NA,259000
"1965","Costa Rica","CRI",2013,8000,NA,244000
"1966","Cote d'Ivoire","CIV",1961,0,NA,NA
"1967","Cote d'Ivoire","CIV",1962,0,NA,NA
"1968","Cote d'Ivoire","CIV",1963,0,NA,NA
"1969","Cote d'Ivoire","CIV",1964,0,NA,NA
"1970","Cote d'Ivoire","CIV",1965,0,NA,NA
"1971","Cote d'Ivoire","CIV",1966,0,NA,NA
"1972","Cote d'Ivoire","CIV",1967,0,NA,NA
"1973","Cote d'Ivoire","CIV",1968,0,NA,NA
"1974","Cote d'Ivoire","CIV",1969,0,NA,NA
"1975","Cote d'Ivoire","CIV",1970,0,NA,NA
"1976","Cote d'Ivoire","CIV",1971,0,NA,NA
"1977","Cote d'Ivoire","CIV",1972,0,NA,NA
"1978","Cote d'Ivoire","CIV",1973,0,NA,NA
"1979","Cote d'Ivoire","CIV",1974,0,NA,NA
"1980","Cote d'Ivoire","CIV",1975,0,NA,NA
"1981","Cote d'Ivoire","CIV",1976,0,NA,NA
"1982","Cote d'Ivoire","CIV",1977,0,NA,NA
"1983","Cote d'Ivoire","CIV",1978,0,NA,NA
"1984","Cote d'Ivoire","CIV",1979,0,NA,NA
"1985","Cote d'Ivoire","CIV",1980,3000,NA,NA
"1986","Cote d'Ivoire","CIV",1981,2000,NA,NA
"1987","Cote d'Ivoire","CIV",1982,1000,NA,NA
"1988","Cote d'Ivoire","CIV",1983,2000,NA,NA
"1989","Cote d'Ivoire","CIV",1984,2000,NA,NA
"1990","Cote d'Ivoire","CIV",1985,0,NA,NA
"1991","Cote d'Ivoire","CIV",1986,0,NA,NA
"1992","Cote d'Ivoire","CIV",1987,0,NA,NA
"1993","Cote d'Ivoire","CIV",1988,1000,NA,NA
"1994","Cote d'Ivoire","CIV",1989,1000,NA,NA
"1995","Cote d'Ivoire","CIV",1990,3000,NA,NA
"1996","Cote d'Ivoire","CIV",1991,3000,NA,NA
"1997","Cote d'Ivoire","CIV",1992,5000,NA,NA
"1998","Cote d'Ivoire","CIV",1993,5000,NA,NA
"1999","Cote d'Ivoire","CIV",1994,3000,NA,NA
"2000","Cote d'Ivoire","CIV",1995,2000,NA,NA
"2001","Cote d'Ivoire","CIV",1996,3000,NA,NA
"2002","Cote d'Ivoire","CIV",1997,3000,NA,NA
"2003","Cote d'Ivoire","CIV",1998,2000,NA,NA
"2004","Cote d'Ivoire","CIV",1999,3000,NA,NA
"2005","Cote d'Ivoire","CIV",2000,3000,NA,NA
"2006","Cote d'Ivoire","CIV",2001,2000,NA,NA
"2007","Cote d'Ivoire","CIV",2002,2000,NA,NA
"2008","Cote d'Ivoire","CIV",2003,1000,NA,NA
"2009","Cote d'Ivoire","CIV",2004,1000,NA,NA
"2010","Cote d'Ivoire","CIV",2005,0,NA,NA
"2011","Cote d'Ivoire","CIV",2006,1000,NA,NA
"2012","Cote d'Ivoire","CIV",2007,1000,NA,NA
"2013","Cote d'Ivoire","CIV",2008,1000,NA,NA
"2014","Cote d'Ivoire","CIV",2009,1000,NA,NA
"2015","Cote d'Ivoire","CIV",2010,1000,NA,NA
"2016","Cote d'Ivoire","CIV",2011,1000,NA,NA
"2017","Cote d'Ivoire","CIV",2012,1000,NA,NA
"2018","Cote d'Ivoire","CIV",2013,1000,NA,NA
"2019","Croatia","HRV",1992,0,14000,60000
"2020","Croatia","HRV",1993,0,11000,56000
"2021","Croatia","HRV",1994,0,7000,61000
"2022","Croatia","HRV",1995,0,2000,65000
"2023","Croatia","HRV",1996,0,0,54000
"2024","Croatia","HRV",1997,0,15000,90000
"2025","Croatia","HRV",1998,0,11000,123000
"2026","Croatia","HRV",1999,0,14000,97000
"2027","Croatia","HRV",2000,0,7000,103000
"2028","Croatia","HRV",2001,0,6000,120000
"2029","Croatia","HRV",2002,0,7000,211000
"2030","Croatia","HRV",2003,0,3000,196000
"2031","Croatia","HRV",2004,0,4000,112000
"2032","Croatia","HRV",2005,0,3000,115000
"2033","Croatia","HRV",2006,0,1000,172000
"2034","Croatia","HRV",2007,0,0,126000
"2035","Croatia","HRV",2008,0,3000,116000
"2036","Croatia","HRV",2009,0,1000,79000
"2037","Croatia","HRV",2010,0,1000,103000
"2038","Croatia","HRV",2011,0,3000,95000
"2039","Croatia","HRV",2012,0,3000,77000
"2040","Croatia","HRV",2013,0,3000,87000
"2041","Cuba","CUB",1961,0,0,8000
"2042","Cuba","CUB",1962,0,0,31000
"2043","Cuba","CUB",1963,0,0,35000
"2044","Cuba","CUB",1964,0,0,53000
"2045","Cuba","CUB",1965,0,0,25000
"2046","Cuba","CUB",1966,0,0,33000
"2047","Cuba","CUB",1967,0,0,35000
"2048","Cuba","CUB",1968,0,0,20000
"2049","Cuba","CUB",1969,0,0,30000
"2050","Cuba","CUB",1970,0,0,10000
"2051","Cuba","CUB",1971,0,0,20000
"2052","Cuba","CUB",1972,0,0,25000
"2053","Cuba","CUB",1973,0,0,20000
"2054","Cuba","CUB",1974,0,0,20000
"2055","Cuba","CUB",1975,0,0,20000
"2056","Cuba","CUB",1976,0,0,20000
"2057","Cuba","CUB",1977,0,0,10000
"2058","Cuba","CUB",1978,0,0,5000
"2059","Cuba","CUB",1979,0,0,0
"2060","Cuba","CUB",1980,0,0,0
"2061","Cuba","CUB",1981,0,0,1000
"2062","Cuba","CUB",1982,0,0,0
"2063","Cuba","CUB",1983,0,0,18000
"2064","Cuba","CUB",1984,0,0,20000
"2065","Cuba","CUB",1985,0,0,16000
"2066","Cuba","CUB",1986,0,0,20000
"2067","Cuba","CUB",1987,0,0,5000
"2068","Cuba","CUB",1988,0,0,10000
"2069","Cuba","CUB",1989,0,0,3000
"2070","Cuba","CUB",1990,0,0,3000
"2071","Cuba","CUB",1991,0,0,4000
"2072","Cuba","CUB",1992,0,0,7000
"2073","Cuba","CUB",1993,0,0,5000
"2074","Cuba","CUB",1994,0,0,4000
"2075","Cuba","CUB",1995,1000,0,0
"2076","Cuba","CUB",1996,1000,0,0
"2077","Cuba","CUB",1997,2000,0,0
"2078","Cuba","CUB",1998,3000,0,0
"2079","Cuba","CUB",1999,4000,0,10000
"2080","Cuba","CUB",2000,5000,0,26000
"2081","Cuba","CUB",2001,6000,1000,52000
"2082","Cuba","CUB",2002,1000,12000,72000
"2083","Cuba","CUB",2003,1000,14000,72000
"2084","Cuba","CUB",2004,1000,14000,72000
"2085","Cuba","CUB",2005,20000,22000,72000
"2086","Cuba","CUB",2006,29000,17000,1e+05
"2087","Cuba","CUB",2007,13000,17000,143000
"2088","Cuba","CUB",2008,72000,5000,66000
"2089","Cuba","CUB",2009,65000,13000,63000
"2090","Cuba","CUB",2010,56000,11000,94000
"2091","Cuba","CUB",2011,63000,13000,101000
"2092","Cuba","CUB",2012,70000,5000,72000
"2093","Cuba","CUB",2013,71000,5000,80000
"2094","Cyprus","CYP",1961,0,0,NA
"2095","Cyprus","CYP",1962,0,0,NA
"2096","Cyprus","CYP",1963,0,0,NA
"2097","Cyprus","CYP",1964,0,0,NA
"2098","Cyprus","CYP",1965,0,0,NA
"2099","Cyprus","CYP",1966,0,0,NA
"2100","Cyprus","CYP",1967,0,0,NA
"2101","Cyprus","CYP",1968,0,0,NA
"2102","Cyprus","CYP",1969,0,0,NA
"2103","Cyprus","CYP",1970,0,0,NA
"2104","Cyprus","CYP",1971,0,0,NA
"2105","Cyprus","CYP",1972,0,0,NA
"2106","Cyprus","CYP",1973,0,0,NA
"2107","Cyprus","CYP",1974,0,0,NA
"2108","Cyprus","CYP",1975,0,0,NA
"2109","Cyprus","CYP",1976,0,0,NA
"2110","Cyprus","CYP",1977,0,0,NA
"2111","Cyprus","CYP",1978,0,0,NA
"2112","Cyprus","CYP",1979,0,0,NA
"2113","Cyprus","CYP",1980,0,0,NA
"2114","Cyprus","CYP",1981,0,0,NA
"2115","Cyprus","CYP",1982,0,0,NA
"2116","Cyprus","CYP",1983,0,0,NA
"2117","Cyprus","CYP",1984,0,0,NA
"2118","Cyprus","CYP",1985,0,0,NA
"2119","Cyprus","CYP",1986,0,0,NA
"2120","Cyprus","CYP",1987,0,0,NA
"2121","Cyprus","CYP",1988,0,0,NA
"2122","Cyprus","CYP",1989,0,0,NA
"2123","Cyprus","CYP",1990,0,0,NA
"2124","Cyprus","CYP",1991,0,0,NA
"2125","Cyprus","CYP",1992,0,4000,NA
"2126","Cyprus","CYP",1993,0,0,NA
"2127","Cyprus","CYP",1994,0,1000,NA
"2128","Cyprus","CYP",1995,0,7000,NA
"2129","Cyprus","CYP",1996,0,16000,NA
"2130","Cyprus","CYP",1997,0,11000,NA
"2131","Cyprus","CYP",1998,0,3000,NA
"2132","Cyprus","CYP",1999,0,6000,NA
"2133","Cyprus","CYP",2000,0,5000,NA
"2134","Cyprus","CYP",2001,0,5000,NA
"2135","Cyprus","CYP",2002,0,6000,NA
"2136","Cyprus","CYP",2003,0,4000,NA
"2137","Cyprus","CYP",2004,0,2000,NA
"2138","Cyprus","CYP",2005,0,1000,NA
"2139","Cyprus","CYP",2006,0,1000,NA
"2140","Cyprus","CYP",2007,0,3000,NA
"2141","Cyprus","CYP",2008,0,0,NA
"2142","Cyprus","CYP",2009,0,0,NA
"2143","Cyprus","CYP",2010,0,0,NA
"2144","Cyprus","CYP",2011,0,0,NA
"2145","Cyprus","CYP",2012,0,0,NA
"2146","Cyprus","CYP",2013,0,0,NA
"2147","Czechia","CZE",1993,2000,NA,8000
"2148","Czechia","CZE",1994,1000,NA,7000
"2149","Czechia","CZE",1995,4000,NA,18000
"2150","Czechia","CZE",1996,1000,NA,12000
"2151","Czechia","CZE",1997,4000,NA,10000
"2152","Czechia","CZE",1998,5000,NA,10000
"2153","Czechia","CZE",1999,1000,NA,8000
"2154","Czechia","CZE",2000,2000,NA,9000
"2155","Czechia","CZE",2001,12000,NA,14000
"2156","Czechia","CZE",2002,7000,NA,25000
"2157","Czechia","CZE",2003,3000,NA,16000
"2158","Czechia","CZE",2004,9000,NA,28000
"2159","Czechia","CZE",2005,3000,NA,43000
"2160","Czechia","CZE",2006,2000,NA,47000
"2161","Czechia","CZE",2007,1000,NA,46000
"2162","Czechia","CZE",2008,2000,NA,43000
"2163","Czechia","CZE",2009,0,NA,37000
"2164","Czechia","CZE",2010,5000,NA,34000
"2165","Czechia","CZE",2011,4000,NA,39000
"2166","Czechia","CZE",2012,1000,NA,37000
"2167","Czechia","CZE",2013,9000,NA,38000
"2168","Czechoslovakia","OWID_CZS",1961,NA,0,25000
"2169","Czechoslovakia","OWID_CZS",1962,NA,0,23000
"2170","Czechoslovakia","OWID_CZS",1963,NA,0,21000
"2171","Czechoslovakia","OWID_CZS",1964,NA,0,25000
"2172","Czechoslovakia","OWID_CZS",1965,NA,0,25000
"2173","Czechoslovakia","OWID_CZS",1966,NA,0,26000
"2174","Czechoslovakia","OWID_CZS",1967,NA,0,23000
